text,category,document_id,source_file
TRry the SKywatch project in  Arizona.,sci.space,sci.space_195,sklearn.fetch_20newsgroups
"
I think you're both right.  Teflon was actually discovered by accident
before WWII.  From what I've heard, they had some chemical (I assume it
was tetrafluoroethylene) in a tank and but the valve got gummed up.
Cutting it open revealed that it had polymerized.

The material was useful for seals, but it had a major problem for, say
the linings of vessels: it wouldn't stick to metal.  What the space
program did was to find a way to get it to stick.  Thus we had no-stick
frypans on the market in the late '60s.
",sci.space,sci.space_196,sklearn.fetch_20newsgroups
"Does anybody know if there are any good 2d-graphics packages
	available for IBM RS/6000 & AIX ? I'm looking for something
	like DEC's GKS or Hewlett-Packards Starbase, both of which
	have reasonably good support for different output devices
	like plotters, terminals, X etc.

	I have tried also xgks from X11 distribution and IBM's implementation
	of Phigs. Both of them work but we require more output devices
	than just X-windows.

	Our salesman at IBM was not very familiar with graphics and
	I am not expecting for any good solutions from there.


		Ari

---",comp.graphics,comp.graphics_197,sklearn.fetch_20newsgroups
"HI All,
Can someone point me towards some articles on 'boids' or
flocking algorithms... ?

Also, articles on particle animation formulas would be nice...
 ________________________________________________________________________
 \________________________________________________________________________\|
---
 þ DeLuxeý 1.25 #8086 þ Head of Co*& XV$# Hi This is a signature virus. Co",comp.graphics,comp.graphics_198,sklearn.fetch_20newsgroups
"
Bill, I have taken the time to explain that biblical scholars consider the
Josephus reference to be an early Christian insert.  By biblical scholar I mean
an expert who, in the course of his or her research, is willing to let the
chips fall where they may.  This excludes literalists, who may otherwise be
defined as biblical apologists.  They find what they want to find.  They are
not trustworthy by scholarly standards (and others).

Why an insert?  Read it - I have, a number of times.  The passage is glaringly
out of context, and Josephus, a superb writer, had no such problem elsewhere 
in his work.  The passage has *nothing* to do with the subject matter in which 
it lies.  It suddenly appears and then just as quickly disappears.

Until you can demonstrate how and why the scholarly community is wrong about
the Josephus insert, your ""proof"" is meaningless and it should not be repeated
here.  What's more, even if Josephus happened to be legitimate, it would ""prove""
nothing.  Scholars speak of the ""weight of evidence.""  Far more independent
evidence would be required to validate your claim.  Until forthcoming, your
belief is based on faith.  That's OK, but you exceed your rights when you pass
faith off as fact.

As for the gospels, there are parallels, but there are also glaring
inconsistencies and contradictions.  Shouldn't a perfect canon be perfect? 
Shouldn't there be absolutely no room for debate?  I suggest you read _Gospel 
Fictions_ by Randel Helms, and _The Unauthorized Version_ by Robin Fox (for 
Herb Huston, no known kinship or familial relationship, but we do indeed share 
an evolutionary ancestry).

The fact that there are inconsistencies, gaps and contradictions does not deny
your position.  On the other hand, neither do the gospels ""prove"" your faith. 
Independent evidence is necessary, and I know of none (which we have already
discussed, and so far you have not provided any).  Until then, its faith. 
Moreover, you have committed a fundamental error in logic.  You have attempted
to ""prove"" your claim with that which you want to prove.  Its no different than
saying ""I am right because I say so.""  

Your logic is full of circles.  It reminds me a bit of the 1910 Presbyterian 
General Assembly.  The assembly defined five fundamentals (this is where
""fundamentalist"" came from) of orthodox Protestant Christianity, to wit: 1)
Jesus performed miracles, 2) Jesus was born of a virgin, 3) Jesus was bodily
resurrected, 4) Jesus' crucifixion atoned for human sin, and - here is the
clincher - 5) the bible is the inerrant word of God.  Presbyterians construe
""inerrant"" broadly as spritually inerrant.  Fundamentalists take the
first four as literally true, and then validate them with a literally inerrant
bible, which contains the first four, and which is the only thing known to 
contain the first four.  

Smoke and mirrors and wands and hand waving if ever there was!

Its faith, Bill.  You don't have any more or better truths than anyone else. 
Whatever works for you.  Just don't foist it on others. 

Regards,",talk.religion.misc,talk.religion.misc_199,sklearn.fetch_20newsgroups
"Posted to the Internet by wmiler@nyx.cs.du.edu
 
000062David42      041493003715
 
             The Lunar Tele-operation Model One (LTM1)
             =========================================
                        By David H. Mitchell
                          March 23, 1993
 
INTRODUCTION:
 
In order to increase public interest in space-based and lunar operations, a
real miniature lunar-like environment is being constructed on which to test
tele-operated models. These models are remotely-controlled by individuals
located world-wide using their personal computers, for EduTainment
purposes.
Not only does this provide a test-bed for simple tele-operation and
tele-presence activities but it also provides for the sharing of
information
on methods of operating in space, including, but not limited to, layout of
a
lunar colony, tele-operating machines for work and play, disseminating
educational information, providing contests and awards for creativity and
achievement and provides a new way for students worldwide to participate in
Twenty-First century remote learning methods.
 
Because of the nature of the LTM1 project, people of all ages, interests
and
skills can contribute scenery and murals, models and structures,
interfacing
and electronics, software and graphics. In operation LTM1 is an evolving
playground and laboratory that can be used by children, students and
professionals worldwide. Using a personal computer at home or a terminal at
a participating institution a user is able to tele-operate real models at
the
LTM1 base for experimental or recreational purposes. Because a real
facility
exists, ample opportunity is provided for media coverage of the
construction
of the lunar model, its operation and new features to be added as suggested
by the users themselves.
 
This has broad inherent interest for a wide range of groups:
 - tele-operations and virtual reality research
 - radio control, model railroad and ham radio operation
 - astronomy and space planetariums and science centers
 - art and theater
 - bbs and online network users
 - software and game developers
 - manufacturers and retailers of model rockets, cars and trains
 - children
 - the child in all of us
 
LTM1 OVERALL DESIGN:
 
A room 14 feet by 8 feet contains the base lunar layout. The walls are used
for murals of distant moon mountains, star fields and a view of the earth.
The ""floor"" is the simulated lunar surface. A global call for contributions
is hereby made for material for the lunar surface, and for the design and
creation of scale models of lunar colony elements, scenery, and
machine-lets.
 
 The LTM1 initial design has 3 tele-operated machinelets:
 1. An SSTO scale model which will be able to lift off, hover and land;
 2. A bulldozerlet which will be able to move about in a quarry area; and
 3. A moon-train which will traverse most of the simulated lunar surface.
 
 Each machinelet has a small TV camera utilizing a CCD TV chip mounted on
 it. A personal computer digitizes the image (including reducing picture
 content and doing data-compression to allow for minimal images to be sent
 to the operator for control purposes) and also return control signals.
 
The first machinelet to be set up will be the moon-train since model trains
with TV cameras built in are almost off-the-shelf items and control
electronics for starting and stopping a train are minimal. The user will
receive an image once every 1 to 4 seconds depending on the speed of their
data link to LTM1.
 
Next, an SSTO scale model with a CCD TV chip will be suspended from a
servo-motor operated wire frame mounted on the ceiling allowing for the
SSTO
to be controlled by the operator to take off, hover over the entire lunar
landscape and land.
 
Finally, some tank models will be modified to be CCD TV chip equipped
bulldozerlets. The entire initial LTM1 will allow remote operators
worldwide
to receive minimal images while actually operating models for landing and
takeoff, traveling and doing work. The entire system is based on
commercially
available items and parts that can be easily obtained except for the
interface electronics which is well within the capability of many advanced
ham radio operator and computer hardware/software developers.
 
By taking a graphically oriented communications program (Dmodem) and adding
a tele-operations screen and controls, the necessary user interface can be
provided in under 80 man hours.
 
PLAN OF ACTION:
 
The Diaspar Virtual Reality Network has agreed to sponsor this project by
providing a host computer network and Internet access to that network.
Diaspar is providing the 14 foot by 8 foot facility for actual construction
of the lunar model. Diaspar has, in stock, the electronic tanks that can be
modified and one CCD TV chip. Diaspar also agrees to provide ""rail stock""
for the lunar train model. Diaspar will make available the Dmodem graphical
communications package and modify it for control of the machines-lets.
An initial ""ground breaking"" with miniature shovels will be performed for
a live photo-session and news conference on April 30, 1993. The initial
models will be put in place. A time-lapse record will be started for
historical purposes. It is not expected that this event will be completely
serious or solemn. The lunar colony will be declared open for additional
building, operations and experiments. A photographer will be present and
the photographs taken will be converted to .gif images for distribution
world-wide to major online networks and bbs's. A press release will be
issued
calling for contributions of ideas, time, talent, materials and scale
models
for the simulated lunar colony.
 
A contest for new designs and techniques for working on the moon will then
be
announced. Universities will be invited to participate, the goal being to
find instructors who wish to have class participation in various aspects of
the lunar colony model. Field trips to LTM1 can be arranged and at that
time
the results of the class work will be added to the model. Contributors will
then be able to tele-operate any contributed machine-lets once they return
to
their campus.
 
A monthly LTM1 newsletter will be issued both electronically online and via
conventional means to the media. Any major new tele-operated equipment
addition will be marked with an invitation to the television news media.
Having a large, real model space colony will be a very attractive photo
opportunity for the television community. Especially since the ""action""
will
be controlled by people all over the world. Science fiction writers will be
invited to issue ""challenges"" to engineering and human factors students at
universities to build and operate the tele-operated equipment to perform
lunar tasks. Using counter-weight and pulley systems, 1/6 gravity may be
simulated to some extent to try various traction challenges.
 
The long term goal is creating world-wide interest, education,
experimentation
and remote operation of a lunar colony. LTM1 has the potential of being a
long
term global EduTainment method for space activities and may be the generic
example of how to teach and explore in many other subject areas not limited
to space EduTainment. All of this facilitates the kind of spirit which can
lead to a generation of people who are ready for the leap to the stars!
 
CONCLUSION:
 
EduTainment is the blending of education and entertainment. Anyone who has
ever enjoyed seeing miniatures will probably see the potential impact of a
globally available layout for recreation, education and experimentation
purposes. By creating a tele-operated model lunar colony we not only create
world-wide publicity, but also a method of trying new ideas that require
real
(not virtual) skills and open a new method for putting people's minds in
space.
 
 
MOONLIGHTERS:
 
""Illuminating the path of knowledge about space and lunar development.""
The following people are already engaged in various parts of this work:
David42, Rob47, Dash, Hyson, Jzer0, Vril, Wyatt, The Dark One, Tiggertoo,
The Mad Hatter, Sir Robin, Jogden.
 
Come join the discussion any Friday night from 10:30 to midnight PST in
 
Diaspar Virtual Reality Network. Ideas welcome!
 
Internet telnet to: 192.215.11.1 or diaspar.com
 
(voice)  714-376-1776
(2400bd) 714-376-1200
(9600bd) 714-376-1234",sci.space,sci.space_200,sklearn.fetch_20newsgroups
"The only ether I see here is the stuff you must
have been breathing before you posted...
",sci.space,sci.space_201,sklearn.fetch_20newsgroups
"
[Rest deleted.  Can anybody out in a.p.h help out?]

Find out about ""the night of the brown shirts"".",talk.religion.misc,talk.religion.misc_202,sklearn.fetch_20newsgroups
"Frank, I tried to mail this but it bounced.  It is fast moving out
of t.a scope, but I didn't know if t.a was the only group of the three
that you subscribed to.
Apologies to regular t.a folks.



You must be using 'values' to mean something different from the way I
see it used normally.

And you are certainly using 'Science' like that if you equate it to
""the real world"".

Science is the recognition of patterns in our perceptions of the Universe
and the making of qualitative and quantitative predictions concerning
those perceptions.

It has nothing to do with values as far as I can see.
Values are ... well they are what I value.
They are what I would have rather than not have - what I would experience
rather than not, and so on.

Objective values are a set of values which the proposer believes are
applicable to everyone.


I don't agree.
Science is useful insofar as it the predictions mentioned above are
accurate.  That is insofar as what I think *will be* the effect on
my perceptions of a time lapse (with or without my input to the Universe)
versus what my perceptions actually turn out to be.

But values are about whether I like (in the loosest sense of the word) the 
perceptions :-)


I don't see why.
'Usefulness' in science is synonomous with 'accuracy' - period.
Tarot predictions are not useful because they are not accurate - or
can't be shown to be accurate.
Science is useful because it is apparently accurate.

Values - objective or otherwise - are beside the point.

No?",talk.religion.misc,talk.religion.misc_203,sklearn.fetch_20newsgroups
". . . David gives good explaination of the deductions from the isotropic,
'edged' distribution, to whit, they are either part of the Universe or
part of the Oort cloud.

Why couldn't they be Earth centred, with the edge occuring at the edge
of the gravisphere? I know there isn't any mechanism for them, but there
isn't a mechanism for the others either.",sci.space,sci.space_204,sklearn.fetch_20newsgroups
"I sent off for my copy today...   Snail Mail.   Hope to get it back in
about ten days.  (Impulse said ""a week"".)

I hope it's as good as they claim...

Jim Nobles",comp.graphics,comp.graphics_205,sklearn.fetch_20newsgroups
"


Well, most hangings are very quick and, I imagine, painless.


And, hangings and firing squads are allowed today, too.  And, if these
things were not considered cruel, then surely a medical execution
(painless) would not be, either.",alt.atheism,alt.atheism_206,sklearn.fetch_20newsgroups
"

This is ok in my opinion as long as the stuff *returns to earth*.


If this turns out to be true, it's time to get seriously active in
terrorism. This is unbelievable! Who do those people think they are,
selling every bit that promises to make money? I guess we really
deserve being wiped out by uv radiation, folks. ""Stupidity wins"". I
guess that's true, and if only by pure numbers.

	Another depressed planetary citizen,
	hoover


",sci.space,sci.space_207,sklearn.fetch_20newsgroups
"
Also photoshopII is out soon, has anyone got a date and any cofmments?
Andy

        _______________________________________________________
        | Andrew Leahy | aleahy@cch.coventry.ac.uk | Odd FROG |
        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",comp.graphics,comp.graphics_208,sklearn.fetch_20newsgroups
": The willingness of true believers
: to die for their belief, be it in Jesus or Jim Jones, is
: well-documented, so martyrdom in and of itself says little.

It does say something about the depth of their belief.  Religion has
both deluded believers and con men.  The difference is often how far
they will follow their beliefs.

I have no first hand, or even second hand, knowledge of how the 
original apostles died.  If they began a myth in hopes of exploiting
it for profit, and followed that myth to the death, that would be
inconsistent.  Real con men would bail out when it was obvious it would 
lead to discomfort, pain and death.",alt.atheism,alt.atheism_209,sklearn.fetch_20newsgroups
"
There is an excellent software program called Astro.calc that does that and
much more.  The latest address I have is

	MMI Corporation
	PO Box 19907
	Baltimore, MD  21211
	Phone (301) 366-1222


-- 
-------------------------------------------------------------------------------
Van E. Neie                                      ven@maxwell.physics.purdue.edu
Purdue University                                neie@purccvm.bitnet",sci.space,sci.space_210,sklearn.fetch_20newsgroups
"=>I don't necessarily agree with Pat Robertson.  Every one will be placed before
=>the judgement seat eventually and judged on what we have done or failed to do
=>on this earth.  God allows people to choose who and what they want to worship.
=
=I'm sorry, but He does not!  Ever read the FIRST commandment?

I have.  Apparently you haven't.  The first commandment doesn't appear to
forbid worshipping other gods.  Yahweh's got to be at the top of the totem
pole, though.
--------------------------------------------------------------------------------
Carl J Lydick | INTERnet: CARL@SOL1.GPS.CALTECH.EDU | NSI/HEPnet: SOL1::CARL",talk.religion.misc,talk.religion.misc_211,sklearn.fetch_20newsgroups
"Why do spacecraft have to be shut off after funding cuts.  For
example, Why couldn't Magellan just be told to go into a ""safe""
mode and stay bobbing about Venus in a low-power-use mode and if
maybe in a few years if funding gets restored after the economy
gets better (hopefully), it could be turned on again.  

For that matter, why exactly were the Apollo lunar experiments
""turned off"" rather than just ""safed"".  Was it political (i.e.
as along as they could be used, someone would keep bugging
congress for funds)?  Turning them off keeps them pesky
scientists out of the bureaucrat's hair....  

I've heard the argument that an active but ""uncontrolled""
spacecraft causes ""radio noise.""  I find that hard to believe
that this could be a problem in a properly designed ""safe"" mode.
This safe mode could be a program routine which causes the
spacecraft to go to least fuel using orientation, and once a
(week, month, year, whatever) attempts a signal lock on Earth.
At that time, if funding has been restored, the mission can
continue.  If no signal is recieved, the spacecraft goes back to
the safe mode for another time period. As we would know when the
spacecraft is going to try to contact Earth, we could be
prepared if necessary.  

As another a spacecraft could do at the attempted contact is
beam stored data towards Earth.  If someone can receive it,
great, if not, so it's lost and no big deal.
By making the time and signal location generally known, perhaps
someone in the world might be able and willing to intercept the
data even if they're not willing to contact the spacecraft.

I see this as being particularly useful for spacecraft which
could have an otherwise long life and are in or are going to
places which are otherwise unaccessible (Jupiter/Saturn Orbit,
exiting the solar system, etc).   

Perhaps those designing future spacecraft (Cassini, Pluto Flyby,
etc) should consider designing in a ""pause"" mode in case their
spacecraft gets the ax sometime in the future after completion of
the primary mission. Perhaps Mars Observer and Galilleo could
have some kind of routine written in for the post mission
""drift"" phase.

So any holes in all this?
",sci.space,sci.space_212,sklearn.fetch_20newsgroups
"

Fine. I'll buy from George. GEORGEEE!!!!

That assumes I can't weasel out a cooperative venture of some sort (cut me a
break on the launcher, I'll cut you in on the proceeds if it works).  Only the
government pays higher-than-list price. 


Unless you're Martin Marietta, since (as I recall) they bought out the GD line
of aerospace products. 

If MM/GD does it as an in-house project, their costs would look much better
than buying at ""list price.""  Does anyone REALLY know the profit margins built
in to the Titan?  C'mon. Allen is telling us how cheap we can get improved this
or that... 


Oh please.  How much of a profit do you want?  Pulling $100-150 million after
all is said and done wouldn't be too shabby.  Not to mention the other goodies
I'll collect in:

	a)  Movie & TV rights (say $100-150 million conservatively)
	b)  Advertising       (""Look Mommie, they're drinking Coke!"")
	c)  Intangibles	      (Name recognization, experience & data 
				acculumated)


If you want lean, fine.  A $500 million prize would be more than adequate for a
prize.

Maybe Wales would be kind enough to define what a company would consider
a decent profit.

If you want R&D done, you'll have to write in R&D clauses.  I suppose you could
make it a SBIR set-aside :)  

",sci.space,sci.space_213,sklearn.fetch_20newsgroups
"

	Just wondering, do you mean the ""Lectorium Rosicrucianum""?
Warning: There is no point in arguing who's ""legit"" and who's not. *WHICH*
Golden Dawn are you talking about?

	Just for the sake of argument, (reflecting NO affiliation)
I am going to say that the TRUE Rosicrucian Order is the Fraternitas
Rosae Crucis in Quakertown, Penn.,

	Any takers? :-)

Fraternally,",talk.religion.misc,talk.religion.misc_214,sklearn.fetch_20newsgroups
"::DATE:   Sun, 25 Apr 1993 10:13:30 GMT
::FROM:   Fred Rice <darice@yoyo.cc.monash.edu.au:
::
::
::The Qur'an talks about those who take their lusts and worldly desires for 
::their ""god"".
::
::I think this probably encompasses most atheists.
::
:: Fred Rice
:: darice@yoyo.cc.monash.edu.au   
:
:As well as all the Muslim men screwing fourteen year old prostitutes in
:Thailand.  Got a better quote?
:",alt.atheism,alt.atheism_215,sklearn.fetch_20newsgroups
"
Where does the shadow come from?  There's nothing close enough to block
sunlight from hitting them.  I wouldn't expect there to be anything block
our view of them either.  What am I missing?",sci.space,sci.space_216,sklearn.fetch_20newsgroups
"Hello,

I am interested to hear from people working in the field of visual
simulation, ie driving simulation, flight simulation etc.
Would be very pleased to see, what is going on in the field of research
and industrial development.

For those of you interested as well: There is a workshop (preferedly 
held in German), situated in Wuppertal, November 18/19 1993, specially
related to the above topic.
The title:

""Sichtsysteme - Visualisierung in der Simulationstechnik""

Complete details are available. Please contact me.",comp.graphics,comp.graphics_217,sklearn.fetch_20newsgroups
"
The 68070 is a variation of the 68010 that was done a few years ago by
the European partners of Motorola. It has some integrated I/O controllers
and half a MMU, but otherwise it's a 68010. Think of it the same as
the 8086 and 80186 were.

		Burkhard Neidecker-Lutz",comp.graphics,comp.graphics_218,sklearn.fetch_20newsgroups
"[...stuff deleted...]

Thank you.  I thought I was in the twilight zone for a moment.
It still amazes me that many people with science backgrounds 
still confuse the models and observables with what even they
would call the real world.

-jim halat

                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             
                                                                             





",alt.atheism,alt.atheism_219,sklearn.fetch_20newsgroups
"


It's been suggested.  (Specifically, lightning strikes between clouds
in the interstellar medium.)
",sci.space,sci.space_220,sklearn.fetch_20newsgroups
"
Reboost may not be a problem, if they have enough fuel.  If they don't do a 
reboost this time, they will definitely have to do one on the next servicing
mission.  But try to land a shuttle with that big huge telescope in the 
back and you could have problems.  The shuttle just isn't designed to land 
with that much weight in the payload.


of course that is a concern too, and the loss of science during the time
that it is on the ground.  plus a fear that if it comes down, some
big-wig might not allow it to go back up.  but the main concern, I
believe is the danger of the landing.  Just to add another bad vibe,
they also increase the risk of damaging an instrument.  Finally, 
this is a chance for NASA astronanuts to prove they could build and
service a space station.  Hubble was designed for in flight servicing.

bringing the telescope down, to my understanding, was considered
even very recently, but all these factors contribute to the 
decision to do it the way it was planned in the beginning.


ROB
-- 
===========================================================================
===========================================================================

Disclaimer-type-thingie>>>>>  These opinions are mine!  Unless of course 
	they fall under the standard intellectual property guidelines. 
	But with my intellect, I doubt it.  Besides, if it was useful
	intellectual property, do you think I would type it in here?",sci.space,sci.space_221,sklearn.fetch_20newsgroups
"We have been using Iterated Systems compression board to compress 
pathology images and are getting ratios of 40:1 to 70:1 without too
much loss in quality. It is taking about 4 mins per image to compress,
on a 25Mhz 486 but decompression is almost real time on a 386 in software 
alone.
",comp.graphics,comp.graphics_222,sklearn.fetch_20newsgroups
"
The variance from perfect sphericity in a model of the earth small enough
to fit into your home would probably be imperceptible.

Any globe you can buy will be close enough.




-- ",sci.space,sci.space_223,sklearn.fetch_20newsgroups
"

No, VGALIB?  Amazing..  I guess it was lost in all those subdirs :-)
Thanks for correcting me.  It doesn't sound very appealing though, only
320x200?  I'm glad it wasn't something major I missed.",comp.graphics,comp.graphics_224,sklearn.fetch_20newsgroups
"
I've asked your god several times with all my heart to come to me.  I
really wish I could believe in him, 'cos no matter how much confidence
I build up on my own, the universe *is* a big place, and it would be
so nice to know I have someone watching over me in it...

I've gone into this with an open mind.  I've layed my beliefs aside
from time to time when I've had doubt, and I've prayed to see what
good that would do.  I don't see what more I can do to open myself to
your god, short of just deciding to believe for no good reason.  And
if I decide to believe for no good reason, why not believe in some
other god?  Zeus seems like a pretty cool candidate...

All I know is that in all my searching, even though I've set aside my
pride and decided that I want to know the truth no matter how
difficult it may be to accept, I have never had any encounter with any
deity, Christian or otherwise.

Please tell me what more I can do while still remaining true to myself.
",talk.religion.misc,talk.religion.misc_225,sklearn.fetch_20newsgroups
"
We want to give lawyers something to do in the 21st cen., don't we?


Oh I bet you do.  They are probably just better at it than our crooks. :-)
",sci.space,sci.space_226,sklearn.fetch_20newsgroups
": 
: I am a Mormon.  I believe in Christ, that he is alive.  He raised himself
: [Text deleted]
:
: I learned that the concept of the Holy Trinity was never taught by Jesus
: Christ, that it was ""agreed to"" by a council of clergymen long after Christ
: was ascended, men who had no authority to speak for him.
:
If Jesus never taught the concept of the Trinity, how do you deal with the 
following:   

   Mat 28 18 Then Jesus came to them and said, ""All authority in heaven
   and on earth has been given to me.

   Mat 28 19 Therefore go and make disciples of all nations, baptizing
   them in¹ the name of the Father and of the Son and of the Holy Spirit,

   Mat 28 20 and teaching them to obey everything I have commanded you.
   And surely I am with you always, to the very end of the age."" 

Also Jesus speaking:

   Act 1 5 For John baptized with¹ water, but in a few days you will
   be baptized with the Holy Spirit.""

I believe that you may have overlooked some key verses, that are crucial to
the Christian faith. ",talk.religion.misc,talk.religion.misc_227,sklearn.fetch_20newsgroups
"
See the article ""An Efficient Ray-Polygon Intersection,"" p. 390 in
Graphics Gems (ISBN 0-12-286165-5).  The second step, intersecting the
polygon, does what you want.  There is sample code in the book.

							spl",comp.graphics,comp.graphics_228,sklearn.fetch_20newsgroups
,sci.space,sci.space_229,sklearn.fetch_20newsgroups
